Source,Main Measure,Detailed Measure,Region,Age,Race,Units,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,
REMI v3.1,Population,Military Dependent Population - Total,Kitsap County,All Ages (0-100),Black-NonHispanic,Thousands,0.735,0.744,0.742,0.71,0.685,0.685,0.681,1.426,1.457,1.492,2.139,1.854,1.507,1.707,1.763,1.568,1.695,1.837,2.183,1.582,1.558,1.584,1.586,1.572,1.571,1.577,1.58,1.58,1.576,1.572,1.565,1.551,1.545,1.54,1.535,1.532,1.527,1.522,1.517,1.512,1.505,1.499,1.492,1.486,1.48,1.474,1.468,1.462,1.456,1.449,1.443,1.439,1.435,1.431,1.426,1.421,1.417,1.412,1.407,1.402,
REMI v3.1,Population,Military Dependent Population - Total,Kitsap County,All Ages (0-100),Other-NonHispanic,Thousands,0.239,0.241,0.244,0.229,0.224,0.222,0.218,0.453,0.459,0.687,1.02,0.904,0.761,0.867,0.915,0.836,0.904,0.976,1.16,0.836,0.827,0.84,0.842,0.834,0.833,0.837,0.838,0.838,0.836,0.834,0.83,0.823,0.82,0.817,0.815,0.813,0.81,0.808,0.805,0.802,0.799,0.795,0.792,0.788,0.785,0.782,0.779,0.776,0.772,0.769,0.766,0.763,0.761,0.759,0.757,0.754,0.752,0.749,0.746,0.744,
REMI v3.1,Population,Military Dependent Population - Total,Kitsap County,All Ages (0-100),Hispanic,Thousands,0.335,0.354,0.35,0.327,0.331,0.375,0.373,0.804,0.828,0.937,1.44,1.277,1.063,1.22,1.301,1.185,1.328,1.463,1.739,1.404,1.424,1.447,1.449,1.437,1.435,1.441,1.443,1.443,1.44,1.436,1.43,1.417,1.412,1.407,1.403,1.399,1.395,1.391,1.386,1.381,1.375,1.369,1.363,1.358,1.352,1.346,1.341,1.336,1.33,1.324,1.318,1.315,1.311,1.307,1.303,1.299,1.294,1.29,1.285,1.281,
REMI v3.1,Population,Military Dependent Population - Total,Pierce County,All Ages (0-100),All Races,Thousands,33.553,34.147,34.325,32.375,31.696,31.955,31.574,47.348,39.331,29.034,28.562,24.446,29.683,27.398,23.755,21.661,24.723,22.825,26.389,33.712,33.278,33.825,33.871,33.578,33.547,33.682,33.733,33.736,33.659,33.566,33.426,33.12,33,32.891,32.792,32.709,32.614,32.509,32.403,32.28,32.144,32.006,31.871,31.737,31.604,31.473,31.345,31.217,31.089,30.951,30.815,30.73,30.643,30.554,30.457,30.356,30.255,30.152,30.046,29.934,
REMI v3.1,Population,Military Dependent Population - Total,Pierce County,All Ages (0-100),White-NonHispanic,Thousands,22.732,23.079,23.285,21.908,21.444,21.355,21.059,31.457,26.054,19.276,18.814,15.99,19.239,17.523,15.007,13.517,15.333,14.13,16.336,20.715,20.327,20.661,20.689,20.51,20.491,20.574,20.605,20.606,20.559,20.503,20.417,20.23,20.157,20.09,20.03,19.979,19.921,19.857,19.792,19.717,19.634,19.549,19.467,19.385,19.304,19.224,19.146,19.068,18.99,18.905,18.822,18.77,18.717,18.663,18.603,18.542,18.48,18.417,18.353,18.284,
REMI v3.1,Population,Military Dependent Population - Total,Pierce County,All Ages (0-100),Black-NonHispanic,Thousands,6.072,6.148,6.137,5.869,5.659,5.665,5.626,8.445,7.047,4.671,4.533,3.885,4.725,4.443,3.876,3.558,4.052,3.736,4.319,5.381,5.299,5.386,5.393,5.346,5.341,5.363,5.371,5.372,5.359,5.345,5.322,5.274,5.254,5.237,5.221,5.208,5.193,5.176,5.159,5.14,5.118,5.096,5.075,5.053,5.032,5.011,4.991,4.971,4.95,4.928,4.906,4.893,4.879,4.865,4.849,4.833,4.817,4.801,4.784,4.766,
REMI v3.1,Population,Military Dependent Population - Total,Pierce County,All Ages (0-100),Other-NonHispanic,Thousands,1.977,1.995,2.013,1.893,1.853,1.837,1.805,2.686,2.222,2.153,2.163,1.894,2.387,2.257,2.012,1.897,2.161,1.984,2.294,2.841,2.811,2.858,2.862,2.837,2.834,2.846,2.85,2.85,2.844,2.836,2.824,2.798,2.788,2.779,2.77,2.763,2.755,2.746,2.738,2.727,2.716,2.704,2.693,2.681,2.67,2.659,2.648,2.637,2.627,2.615,2.603,2.596,2.589,2.581,2.573,2.565,2.556,2.547,2.538,2.529,
REMI v3.1,Population,Military Dependent Population - Total,Pierce County,All Ages (0-100),Hispanic,Thousands,2.772,2.925,2.89,2.706,2.739,3.098,3.085,4.76,4.007,2.934,3.053,2.677,3.333,3.175,2.861,2.688,3.177,2.975,3.44,4.775,4.841,4.921,4.928,4.885,4.88,4.9,4.907,4.908,4.897,4.883,4.863,4.818,4.801,4.785,4.771,4.758,4.745,4.729,4.714,4.696,4.676,4.656,4.637,4.617,4.598,4.579,4.56,4.541,4.523,4.503,4.483,4.47,4.458,4.445,4.431,4.416,4.401,4.387,4.371,4.355,
REMI v3.1,Population,Military Dependent Population - Total,Snohomish County,All Ages (0-100),All Races,Thousands,5.111,5.202,5.229,4.932,4.828,4.868,4.81,2.845,4.13,3.315,6.249,4.197,2.868,4.345,3.828,4.225,2.223,2.7,3.23,2.843,2.807,2.853,2.857,2.832,2.83,2.841,2.845,2.845,2.839,2.831,2.819,2.794,2.783,2.774,2.766,2.759,2.751,2.742,2.733,2.723,2.711,2.7,2.688,2.677,2.666,2.655,2.644,2.633,2.622,2.611,2.599,2.592,2.585,2.577,2.569,2.56,2.552,2.543,2.534,2.525,
REMI v3.1,Population,Military Dependent Population - Total,Snohomish County,All Ages (0-100),White-NonHispanic,Thousands,3.463,3.516,3.547,3.337,3.267,3.253,3.208,1.89,2.736,2.201,4.116,2.745,1.859,2.779,2.418,2.636,1.379,1.672,1.999,1.747,1.714,1.743,1.745,1.73,1.728,1.735,1.738,1.738,1.734,1.729,1.722,1.706,1.7,1.695,1.689,1.685,1.68,1.675,1.669,1.663,1.656,1.649,1.642,1.635,1.628,1.621,1.615,1.608,1.602,1.595,1.588,1.583,1.579,1.574,1.569,1.564,1.559,1.553,1.548,1.542,
REMI v3.1,Population,Military Dependent Population - Total,Snohomish County,All Ages (0-100),Black-NonHispanic,Thousands,0.925,0.936,0.935,0.894,0.862,0.863,0.857,0.507,0.74,0.533,0.992,0.667,0.456,0.705,0.625,0.694,0.364,0.442,0.529,0.454,0.447,0.454,0.455,0.451,0.451,0.452,0.453,0.453,0.452,0.451,0.449,0.445,0.443,0.442,0.44,0.439,0.438,0.437,0.435,0.434,0.432,0.43,0.428,0.426,0.424,0.423,0.421,0.419,0.418,0.416,0.414,0.413,0.412,0.41,0.409,0.408,0.406,0.405,0.404,0.402,
REMI v3.1,Population,Military Dependent Population - Total,Snohomish County,All Ages (0-100),Other-NonHispanic,Thousands,0.301,0.304,0.307,0.288,0.282,0.28,0.275,0.161,0.233,0.246,0.473,0.325,0.231,0.358,0.324,0.37,0.194,0.235,0.281,0.24,0.237,0.241,0.241,0.239,0.239,0.24,0.24,0.24,0.24,0.239,0.238,0.236,0.235,0.234,0.234,0.233,0.232,0.232,0.231,0.23,0.229,0.228,0.227,0.226,0.225,0.224,0.223,0.222,0.222,0.221,0.22,0.219,0.218,0.218,0.217,0.216,0.216,0.215,0.214,0.213,
REMI v3.1,Population,Military Dependent Population - Total,Snohomish County,All Ages (0-100),Hispanic,Thousands,0.422,0.446,0.44,0.412,0.417,0.472,0.47,0.286,0.421,0.335,0.668,0.46,0.322,0.503,0.461,0.524,0.286,0.352,0.421,0.403,0.408,0.415,0.416,0.412,0.412,0.413,0.414,0.414,0.413,0.412,0.41,0.406,0.405,0.404,0.402,0.401,0.4,0.399,0.398,0.396,0.394,0.393,0.391,0.389,0.388,0.386,0.385,0.383,0.381,0.38,0.378,0.377,0.376,0.375,0.374,0.372,0.371,0.37,0.369,0.367,
REMI v3.1,Population,Prisoner Population - Total,Region,All Ages (0-100),All Races,Thousands,11.363,11.26,11.208,11.337,11.546,11.725,11.968,11.741,11.741,11.342,11.166,11.419,11.202,11.172,11.084,11.124,11.297,11.235,11.222,9.776,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,9.891,
REMI v3.1,Population,Prisoner Population - Total,Region,All Ages (0-100),White-NonHispanic,Thousands,6.916,6.807,6.748,6.772,6.823,6.824,6.874,6.663,6.555,6.311,6.149,6.171,5.984,5.891,5.758,5.679,5.633,5.488,5.359,4.595,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,4.545,
REMI v3.1,Population,Prisoner Population - Total,Region,All Ages (0-100),Black-NonHispanic,Thousands,2.332,2.299,2.259,2.281,2.333,2.394,2.461,2.428,2.467,2.367,2.36,2.483,2.462,2.472,2.476,2.518,2.617,2.652,2.697,2.361,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,
REMI v3.1,Population,Prisoner Population - Total,Region,All Ages (0-100),Other-NonHispanic,Thousands,0.873,0.879,0.891,0.92,0.954,0.989,1.036,1.026,1.042,1.02,1.019,1.065,1.06,1.079,1.099,1.128,1.179,1.203,1.228,1.078,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,1.121,
REMI v3.1,Population,Prisoner Population - Total,Region,All Ages (0-100),Hispanic,Thousands,1.242,1.276,1.311,1.365,1.436,1.517,1.598,1.624,1.678,1.644,1.638,1.7,1.696,1.73,1.75,1.798,1.869,1.893,1.939,1.742,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,1.805,
REMI v3.1,Population,Prisoner Population - Total,King County,All Ages (0-100),All Races,Thousands,3.843,3.572,3.386,3.391,3.429,3.498,3.65,3.367,3.411,3.06,2.94,3.155,2.995,2.907,2.892,2.876,3.03,2.998,3.001,2.347,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,2.462,
REMI v3.1,Population,Prisoner Population - Total,King County,All Ages (0-100),White-NonHispanic,Thousands,1.985,1.814,1.69,1.667,1.658,1.663,1.707,1.538,1.524,1.347,1.281,1.352,1.265,1.21,1.186,1.158,1.191,1.15,1.122,0.857,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,
REMI v3.1,Population,Prisoner Population - Total,King County,All Ages (0-100),Black-NonHispanic,Thousands,1.083,1.014,0.967,0.971,0.987,1.009,1.056,0.987,1.015,0.914,0.884,0.962,0.92,0.895,0.893,0.893,0.953,0.956,0.968,0.766,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,0.813,
REMI v3.1,Population,Prisoner Population - Total,King County,All Ages (0-100),Other-NonHispanic,Thousands,0.346,0.331,0.322,0.331,0.342,0.357,0.381,0.356,0.366,0.333,0.328,0.36,0.349,0.35,0.36,0.368,0.399,0.407,0.416,0.332,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,
REMI v3.1,Population,Prisoner Population - Total,King County,All Ages (0-100),Hispanic,Thousands,0.429,0.413,0.407,0.422,0.443,0.469,0.506,0.485,0.507,0.466,0.447,0.481,0.461,0.452,0.453,0.458,0.487,0.486,0.495,0.393,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,0.417,
REMI v3.1,Population,Prisoner Population - Total,Kitsap County,All Ages (0-100),All Races,Thousands,0.523,0.528,0.524,0.517,0.516,0.503,0.487,0.465,0.43,0.396,0.389,0.394,0.387,0.394,0.385,0.392,0.394,0.39,0.388,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,
REMI v3.1,Population,Prisoner Population - Total,Kitsap County,All Ages (0-100),White-NonHispanic,Thousands,0.383,0.385,0.384,0.377,0.378,0.363,0.351,0.331,0.305,0.279,0.269,0.271,0.265,0.269,0.259,0.262,0.261,0.256,0.252,0.187,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,
REMI v3.1,Population,Prisoner Population - Total,Kitsap County,All Ages (0-100),Black-NonHispanic,Thousands,0.083,0.084,0.079,0.079,0.076,0.078,0.075,0.073,0.068,0.063,0.065,0.067,0.065,0.065,0.066,0.068,0.069,0.07,0.071,0.054,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,0.052,
REMI v3.1,Population,Prisoner Population - Total,Kitsap County,All Ages (0-100),Other-NonHispanic,Thousands,0.039,0.04,0.041,0.041,0.042,0.041,0.04,0.039,0.037,0.034,0.034,0.035,0.035,0.036,0.036,0.037,0.038,0.038,0.038,0.028,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,
REMI v3.1,Population,Prisoner Population - Total,Kitsap County,All Ages (0-100),Hispanic,Thousands,0.018,0.019,0.019,0.02,0.02,0.021,0.021,0.021,0.02,0.019,0.02,0.022,0.022,0.023,0.024,0.025,0.026,0.026,0.027,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,
REMI v3.1,Population,Prisoner Population - Total,Pierce County,All Ages (0-100),All Races,Thousands,4.401,4.403,4.387,4.365,4.365,4.335,4.295,4.239,4.138,4.036,4.012,4.028,4.003,4.029,3.996,4.021,4.03,4.017,4.01,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,3.659,
REMI v3.1,Population,Prisoner Population - Total,Pierce County,All Ages (0-100),White-NonHispanic,Thousands,2.574,2.536,2.503,2.468,2.44,2.384,2.338,2.266,2.174,2.105,2.063,2.039,1.996,1.975,1.927,1.899,1.868,1.83,1.79,1.597,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,1.564,
REMI v3.1,Population,Prisoner Population - Total,Pierce County,All Ages (0-100),Black-NonHispanic,Thousands,0.827,0.831,0.82,0.807,0.801,0.793,0.773,0.765,0.747,0.72,0.724,0.737,0.739,0.743,0.739,0.749,0.75,0.754,0.756,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,0.691,
REMI v3.1,Population,Prisoner Population - Total,Pierce County,All Ages (0-100),Other-NonHispanic,Thousands,0.33,0.334,0.339,0.342,0.346,0.349,0.354,0.353,0.349,0.349,0.349,0.354,0.356,0.363,0.367,0.376,0.383,0.388,0.393,0.362,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,
REMI v3.1,Population,Prisoner Population - Total,Pierce County,All Ages (0-100),Hispanic,Thousands,0.669,0.701,0.726,0.748,0.777,0.809,0.83,0.854,0.868,0.862,0.876,0.898,0.912,0.948,0.963,0.997,1.028,1.045,1.071,1.008,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,1.037,
REMI v3.1,Population,Prisoner Population - Total,Snohomish County,All Ages (0-100),All Races,Thousands,2.597,2.758,2.912,3.065,3.237,3.39,3.537,3.671,3.763,3.851,3.826,3.843,3.818,3.843,3.811,3.836,3.844,3.831,3.824,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,
REMI v3.1,Population,Prisoner Population - Total,Snohomish County,All Ages (0-100),White-NonHispanic,Thousands,1.974,2.072,2.171,2.259,2.347,2.415,2.478,2.527,2.552,2.58,2.535,2.509,2.458,2.437,2.385,2.361,2.313,2.253,2.196,1.953,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,1.917,
REMI v3.1,Population,Prisoner Population - Total,Snohomish County,All Ages (0-100),Black-NonHispanic,Thousands,0.339,0.37,0.393,0.424,0.469,0.515,0.557,0.602,0.637,0.67,0.687,0.718,0.739,0.769,0.778,0.809,0.844,0.873,0.902,0.851,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,0.864,
REMI v3.1,Population,Prisoner Population - Total,Snohomish County,All Ages (0-100),Other-NonHispanic,Thousands,0.158,0.174,0.19,0.206,0.224,0.242,0.261,0.278,0.29,0.303,0.309,0.317,0.32,0.33,0.337,0.347,0.358,0.37,0.381,0.355,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,0.369,
REMI v3.1,Population,Prisoner Population - Total,Snohomish County,All Ages (0-100),Hispanic,Thousands,0.127,0.143,0.159,0.176,0.197,0.219,0.241,0.263,0.283,0.297,0.295,0.299,0.301,0.307,0.311,0.319,0.328,0.335,0.345,0.321,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,
REMI v3.1,Population,Total Special Populations,Region,All Ages (0-100),All Races,Thousands,307.767,316.553,319.971,312.681,313.683,299.405,285.246,320.526,335.437,334.886,361.882,344.245,343.876,342.804,330.425,324.5,322.607,337.058,344.443,344.613,344.074,345.602,345.732,344.912,344.824,345.204,345.345,345.354,345.138,344.88,344.488,343.632,343.298,342.993,342.717,342.484,342.22,341.926,341.63,341.286,340.907,340.519,340.142,339.768,339.397,339.031,338.673,338.317,337.958,337.572,337.192,336.954,336.712,336.464,336.191,335.911,335.629,335.341,335.045,334.731,
REMI v3.1,Population,Total Special Populations,Region,All Ages (0-100),White-NonHispanic,Thousands,211.66,215.297,215.935,209.172,208.197,196.597,185.627,207.478,214.416,212.542,227.943,214.386,212.42,208.64,198.698,192.141,188.208,192.637,194.709,193.376,190.278,191.211,191.29,190.79,190.736,190.968,191.054,191.059,190.928,190.77,190.53,190.008,189.804,189.617,189.449,189.306,189.145,188.966,188.785,188.575,188.343,188.106,187.876,187.648,187.421,187.198,186.979,186.761,186.542,186.306,186.074,185.929,185.781,185.629,185.463,185.292,185.119,184.944,184.763,184.571,
REMI v3.1,Population,Total Special Populations,Region,All Ages (0-100),Black-NonHispanic,Thousands,28.75,29.453,29.616,28.869,28.616,27.966,27.11,33.496,33.557,29.749,33.259,31.527,31.717,32.304,30.652,30.21,30.96,32.514,34.725,34.919,35.028,35.271,35.292,35.161,35.147,35.208,35.23,35.232,35.197,35.156,35.094,34.958,34.904,34.856,34.812,34.775,34.733,34.686,34.639,34.584,34.524,34.462,34.402,34.342,34.283,34.225,34.168,34.111,34.054,33.993,33.932,33.894,33.856,33.816,33.773,33.728,33.683,33.638,33.59,33.54,
REMI v3.1,Population,Total Special Populations,Region,All Ages (0-100),Other-NonHispanic,Thousands,46.417,49.259,51.222,51.73,53.011,51.455,50.355,53.341,58.42,62.599,67.456,66.991,68.356,70.214,70.454,71.708,72.571,78.416,80.004,79.491,80.585,80.714,80.725,80.655,80.648,80.68,80.692,80.693,80.675,80.653,80.62,80.547,80.519,80.493,80.47,80.45,80.428,80.403,80.378,80.349,80.317,80.284,80.252,80.221,80.19,80.159,80.128,80.098,80.068,80.035,80.003,79.983,79.963,79.942,79.919,79.895,79.871,79.847,79.822,79.795,
REMI v3.1,Population,Total Special Populations,Region,All Ages (0-100),Hispanic,Thousands,20.939,22.545,23.198,22.91,23.859,23.387,22.153,26.211,29.044,29.997,33.224,31.34,31.383,31.646,30.621,30.441,30.869,33.492,35.005,36.827,38.184,38.406,38.425,38.306,38.293,38.348,38.368,38.37,38.338,38.301,38.244,38.119,38.071,38.026,37.986,37.952,37.914,37.871,37.828,37.778,37.723,37.666,37.612,37.557,37.503,37.45,37.398,37.346,37.294,37.238,37.182,37.148,37.113,37.076,37.037,36.996,36.955,36.913,36.87,36.824,
REMI v3.1,Population,Total Special Populations,King County,All Ages (0-100),All Races,Thousands,141.651,144.306,145.574,142.95,144.045,133.965,129.11,130.835,148.27,153.582,163.812,159.053,156.756,157.57,147.299,148.253,144.699,158.572,156.016,149.231,149.291,149.41,149.42,149.356,149.349,149.379,149.39,149.39,149.374,149.353,149.323,149.257,149.231,149.207,149.185,149.167,149.147,149.124,149.101,149.074,149.045,149.015,148.985,148.956,148.928,148.899,148.871,148.844,148.816,148.786,148.756,148.738,148.719,148.7,148.679,148.657,148.635,148.613,148.59,148.565,
REMI v3.1,Population,Total Special Populations,King County,All Ages (0-100),White-NonHispanic,Thousands,94.005,94.068,93.54,90.543,90.24,82.96,79.069,79.344,88.595,90.68,95.828,91.772,89.562,88.755,81.516,80.747,77.244,82.587,79.716,75.478,74.029,74.102,74.108,74.069,74.065,74.083,74.09,74.09,74.08,74.068,74.049,74.008,73.993,73.978,73.965,73.954,73.941,73.927,73.913,73.897,73.879,73.861,73.843,73.825,73.807,73.79,73.773,73.756,73.739,73.721,73.703,73.692,73.68,73.668,73.655,73.642,73.629,73.615,73.601,73.586,
REMI v3.1,Population,Total Special Populations,King County,All Ages (0-100),Black-NonHispanic,Thousands,9.598,9.802,9.978,9.882,10.047,9.536,9.303,9.861,11.165,11.341,12.4,12.539,12.392,12.412,11.418,11.543,11.634,12.746,12.817,12.578,12.832,12.851,12.853,12.843,12.842,12.846,12.848,12.848,12.846,12.842,12.838,12.827,12.823,12.819,12.816,12.813,12.809,12.806,12.802,12.798,12.793,12.788,12.784,12.779,12.775,12.77,12.766,12.761,12.757,12.752,12.747,12.744,12.741,12.738,12.735,12.731,12.728,12.724,12.721,12.717,
REMI v3.1,Population,Total Special Populations,King County,All Ages (0-100),Other-NonHispanic,Thousands,29.505,31.331,32.585,33.074,33.865,32.651,32.301,32.919,37.36,39.316,42.31,42.283,42.776,44.337,43.742,45.136,45.48,50.834,51.247,49.655,50.25,50.26,50.261,50.256,50.255,50.258,50.258,50.259,50.257,50.255,50.253,50.247,50.245,50.243,50.241,50.24,50.238,50.236,50.234,50.232,50.229,50.227,50.224,50.222,50.219,50.217,50.215,50.212,50.21,50.207,50.205,50.203,50.202,50.2,50.198,50.197,50.195,50.193,50.191,50.189,
